,weight,strata,utl_exp_ppp17,hsize,age,owner,water,toilet,sewer,elect,num_adult_female,num_adult_male,num_elderly,share_secondary,sfworkershh,any_nonagric,region1,region2,region3,region4,region5,region6,region7,urban,cons_ppp17,water_source_Piped water into dwelling,water_source_Piped water to yard/plot,water_source_Protected dug well,water_source_Protected spring,water_source_Public tap or standpipe,water_source_Surface water,water_source_Tanker-truck,sanitation_source_A septic tank,sanitation_source_No facilities or bush or field,sanitation_source_Other,sanitation_source_Pit latrine,sanitation_source_Pit latrine with slab,dweltyp_Improvised housing unit,dweltyp_Other,dweltyp_Separate apartment,dweltyp_Several buildings connected,educ_max_Complete Secondary Education,educ_max_Complete Tertiary Education,educ_max_Incomplete Primary Education,educ_max_Incomplete Secondary Education,educ_max_Incomplete Tertiary Education,educ_max_Never attended,"sector1d_Agriculture, hunting and forestry",sector1d_Construction,sector1d_Education,"sector1d_Electricity, gas and water supply",sector1d_Financial intermediation,sector1d_Fishing,sector1d_Health and social work,sector1d_Hotels and restaurants,sector1d_Manufacturing,sector1d_Mining and quarrying,"sector1d_Other community, social and personal service activities",sector1d_Public administration and defence,"sector1d_Real estate, renting and business activities","sector1d_Transport, storage and communications",sector1d_Wholesale and retail trade,total_food_consumption,mean_num_children,mean_employeed_adults
21534,880,2,561.0105,5,62,0,0,0,0,0,3,1,0,0.25,0.0,1,0,0,1,0,0,0,0,0,9.3902435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,0.5
21535,528,2,1297.7592,3,52,0,0,0,0,0,1,1,0,0.5,1.0,1,0,0,1,0,0,0,0,0,23.20199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,0.5
21536,704,2,912.48694,4,34,0,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,19.113657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.0,2,2.0
21537,704,2,486.6597,4,48,0,0,0,0,0,1,1,0,0.0,0.0,1,0,0,1,0,0,0,0,0,7.4289594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,2,2.5
21538,1056,2,1365.3508,6,63,0,0,0,0,0,3,2,0,0.2,0.5,1,0,0,1,0,0,0,0,0,13.230286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,1,1.80000001
21539,880,2,405.54974,5,37,1,1,0,0,0,2,1,0,0.66666669,0.33333334,1,0,0,1,0,0,0,0,0,11.096313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,2,2.0
21540,1232,2,973.3194,7,54,0,0,0,0,0,3,1,0,0.25,0.5,1,0,0,1,0,0,0,0,0,13.625426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,3,2.0
21541,704,2,959.80109,4,59,0,0,0,0,0,1,3,0,0.0,1.0,1,0,0,1,0,0,0,0,0,14.170392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0,0,1.5
21542,519,2,2115.6179,3,48,0,0,0,0,0,2,0,0,0.5,1.0,1,0,0,1,0,0,0,0,0,27.186298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.0,1,1.5
21543,346,2,520.45551,2,58,0,0,0,0,0,1,1,0,0.0,0.0,1,0,0,1,0,0,0,0,0,18.613134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0,0,2.0
21544,865,2,385.27228,5,35,0,0,0,0,0,1,1,2,0.25,0.5,1,0,0,1,0,0,0,0,0,12.315437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,1,1.5
21545,1038,2,439.34555,6,57,1,0,0,0,0,1,3,0,0.25,0.66666669,1,0,0,1,0,0,0,0,0,5.3303571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.0,2,1.75
21546,1557,2,621.84296,9,74,0,0,0,0,0,2,3,1,0.16666667,0.0,1,0,0,1,0,0,0,0,0,6.3428946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,3,0.33333334
21547,1038,2,554.25134,6,79,0,0,0,0,0,3,0,2,0.2,1.0,1,0,0,1,0,0,0,0,0,8.390358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,0.2
21548,692,2,858.41364,4,37,1,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,24.47616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0,2,2.0
21549,865,2,811.09949,5,53,0,0,0,0,0,2,2,0,0.25,0.60000002,1,0,0,1,0,0,0,0,0,17.798861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.0,1,2.25
21550,865,2,1716.8273,5,76,0,0,0,0,0,2,0,2,0.5,1.0,1,0,0,1,0,0,0,0,0,18.65844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,0.5
21551,346,2,1432.9425,2,36,0,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,55.284176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,0,2.0
21552,692,2,310.92148,4,46,1,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,10.636003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,2,1.5
21553,865,2,324.43979,5,21,1,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,6.2679996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,3,2.0
21554,692,2,1399.1466,4,68,0,0,0,0,0,1,2,0,0.33333334,0.0,1,0,0,1,0,0,0,0,0,22.04196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,1,2.0
21555,865,2,689.43457,5,25,0,1,1,1,0,2,0,0,0.5,0.0,1,0,0,1,0,0,0,0,0,7.7602887,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.0,3,2.5
21556,865,2,736.74872,5,36,1,0,1,1,0,2,0,0,0.0,0.5,1,0,0,1,0,0,0,0,0,11.058639,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0,3,2.0
21557,346,2,709.7121,2,52,1,0,0,0,0,1,1,0,0.5,0.0,1,0,0,1,0,0,0,0,0,40.491333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0,0,1.5
21558,680,2,723.23041,4,48,1,0,0,0,0,2,0,0,1.0,1.0,1,0,0,1,0,0,0,0,0,6.4072456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,2,0.5
21559,340,2,980.07855,2,68,0,0,0,0,0,1,1,0,0.5,0.5,1,0,0,1,0,0,0,0,0,23.145891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.0,0,2.0
21560,510,2,1067.9476,3,71,0,0,0,0,0,1,0,1,0.0,0.5,1,0,0,1,0,0,0,0,0,15.049316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,1,2.0
21561,1020,2,1027.3927,6,39,1,0,0,0,0,1,1,0,0.0,0.0,1,0,0,1,0,0,0,0,0,4.4027004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0,4,2.0
21562,170,2,439.34555,1,50,0,0,0,0,0,0,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,29.144646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,0,2.0
21563,850,2,608.32465,5,86,0,0,0,0,0,2,1,1,0.0,0.0,1,0,0,1,0,0,0,0,0,8.1482439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,1.0
21564,1360,2,1115.2618,8,77,0,0,0,0,0,2,2,2,0.33333334,0.2,1,0,0,1,0,0,0,0,0,10.209291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,2,1.83333331
21565,16,2,1108.5027,4,51,0,0,0,0,0,1,1,0,0.5,1.0,1,0,0,1,0,0,0,0,0,16.404512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0,2,2.0
21566,4,2,0.0,1,21,1,0,0,0,0,1,0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,30.386101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.0,0,2.0
21567,16,2,770.54456,4,33,0,0,0,0,0,2,1,0,0.33333334,0.33333334,1,0,0,1,0,0,0,0,0,14.865764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1,2.0
21568,16,2,689.43457,4,25,0,0,0,0,0,1,1,0,1.0,0.0,1,0,0,1,0,0,0,0,0,9.5593653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,2,1.5
21569,8,2,743.50787,2,87,0,0,0,0,0,0,0,2,0.0,0.0,0,0,0,1,0,0,0,0,0,16.551781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0.0
21570,12,2,527.21466,3,32,1,0,0,0,0,1,1,0,0.5,0.0,1,0,0,1,0,0,0,0,0,16.198364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,1,2.0
21571,8,2,439.34555,2,41,1,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,66.657913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.0,0,2.0
21572,16,2,1277.4817,4,49,0,0,0,0,0,1,2,1,0.25,0.33333334,1,0,0,1,0,0,0,0,0,19.335564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0,0,1.75
21573,16,2,1135.5393,4,43,0,1,0,1,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,25.66386,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.0,2,2.0
21574,346,2,966.56024,2,42,0,0,0,0,0,1,0,0,1.0,1.0,1,0,0,1,0,0,0,0,0,25.400063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,1,2.0
21575,1038,2,1182.8534,6,56,1,0,1,1,0,2,2,0,0.5,0.75,1,0,0,1,0,0,0,0,0,16.69915,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.0,2,2.0
21576,1384,2,1135.5393,8,62,0,0,0,0,0,4,3,0,0.5714286,0.16666667,1,0,0,1,0,0,0,0,0,8.7764692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,1,1.8571428700000001
21577,1038,2,1236.9268,6,56,0,0,1,1,0,2,3,0,0.0,1.0,1,0,0,1,0,0,0,0,0,19.561655,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,1.40000001
21578,346,2,757.02618,2,60,1,0,1,1,0,0,2,0,0.0,1.0,1,0,0,1,0,0,0,0,0,26.033028,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0,0,2.0
21579,692,2,1122.021,4,43,0,0,0,0,0,1,1,0,0.5,1.0,1,0,0,1,0,0,0,0,0,27.843092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,2,2.0
21580,346,2,757.02618,2,35,0,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,23.605551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.0,0,2.0
21581,1557,2,817.85864,9,59,0,0,0,0,0,3,2,0,0.2,1.0,1,0,0,1,0,0,0,0,0,7.7019906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,4,0.40000001
21582,170,2,202.77487,1,51,0,0,0,0,0,0,1,0,1.0,1.0,1,0,0,1,0,0,0,0,0,29.447662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,2.0
21583,170,2,757.02618,1,59,1,0,0,0,0,1,0,0,1.0,1.0,1,0,0,1,0,0,0,0,0,15.908692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,2.0
21584,510,2,547.49219,3,26,1,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,7.5102615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1,2.0
21585,850,2,831.37701,5,41,1,0,0,0,0,1,1,0,0.5,1.0,1,0,0,1,0,0,0,0,0,6.9913774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,1.5
21586,1020,2,1291.0,6,30,0,0,0,0,0,4,1,0,0.40000001,0.60000002,1,0,0,1,0,0,0,0,0,11.890519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0,1,2.0
21587,510,2,858.41364,3,53,1,0,0,0,0,1,1,0,0.5,0.0,1,0,0,1,0,0,0,0,0,11.404161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,1,2.0
21588,1190,2,1020.6335,7,59,0,0,0,0,0,2,3,0,0.0,0.5,1,0,0,1,0,0,0,0,0,9.3022852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,2,1.80000001
21589,170,2,87.86911,1,71,0,0,0,0,0,0,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,22.096725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0,0,2.0
21590,1530,2,581.28796,9,72,0,0,0,0,0,2,2,2,0.66666669,0.2,1,0,0,1,0,0,0,0,0,5.6168604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.0,3,1.83333331
21591,1020,2,1446.4608,6,68,0,0,0,0,0,3,2,0,0.0,0.5,1,0,0,1,0,0,0,0,0,12.534947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,0.40000001
21592,15,2,1500.5341,5,47,0,0,0,0,0,1,1,1,0.33333334,1.0,1,0,0,1,0,0,0,0,0,15.051468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0,2,1.33333334
21593,12,2,1034.1519,4,65,0,0,0,0,0,2,1,0,0.66666669,0.0,1,0,0,1,0,0,0,0,0,32.539436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,0.33333334
21594,18,2,1223.4084,6,56,0,0,0,0,0,2,2,0,0.25,1.0,1,0,0,1,0,0,0,0,0,14.212014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0,2,2.0
21595,6,2,479.90054,2,50,0,0,0,0,0,1,1,0,0.5,0.5,1,0,0,1,0,0,0,0,0,26.09173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0,0,2.0
21596,12,2,635.36127,4,77,0,0,0,0,0,0,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,8.0410357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23.0,3,2.0
21597,9,2,337.95813,3,25,1,0,0,0,0,1,1,0,0.5,0.0,1,0,0,1,0,0,0,0,0,5.2943296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,1.5
21598,9,2,1007.1152,3,71,0,0,0,0,0,2,0,1,0.33333334,1.0,1,0,0,1,0,0,0,0,0,14.402152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.0,0,1.66666669
21599,12,2,628.60211,4,39,1,0,0,0,0,1,1,0,0.5,0.5,1,0,0,1,0,0,0,0,0,10.11534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.0,2,2.0
21600,9,2,696.19373,3,36,1,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,17.092598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1,2.0
21601,9,2,885.45032,3,65,1,0,0,0,0,1,2,0,0.33333334,0.33333334,1,0,0,1,0,0,0,0,0,13.484819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,0,2.0
21602,3,2,0.0,1,89,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,0,11.225147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0.0
21603,27,2,1493.7749,9,68,0,0,0,0,0,3,1,0,0.25,0.75,1,0,0,1,0,0,0,0,0,11.481278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,5,1.0
21604,12,2,1466.7383,4,59,0,0,0,0,0,2,0,0,0.5,0.0,0,0,0,1,0,0,0,0,0,16.579428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,2,0.0
21605,9,2,865.17279,3,71,0,0,0,0,0,1,1,1,0.33333334,0.0,1,0,0,1,0,0,0,0,0,13.086362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,0,2.0
21606,3,2,337.95813,1,38,0,0,0,0,0,0,1,0,1.0,1.0,1,0,0,1,0,0,0,0,0,64.206291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,0,2.0
21607,6,2,844.89532,2,62,0,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,52.448704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.0,0,1.5
21608,18,2,946.28278,6,82,0,0,0,0,0,1,2,1,0.5,0.33333334,1,0,0,1,0,0,0,0,0,6.6296263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2,0.75
21609,6,2,709.7121,2,74,0,0,0,0,0,0,0,2,0.0,0.0,0,0,0,1,0,0,0,0,0,12.564622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0.0
21610,4,2,135.18326,1,38,1,0,0,0,0,1,0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,35.38752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,2.0
21611,4,2,459.62305,1,41,1,0,0,0,0,0,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,48.102631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,2.0
21612,8,2,155.46074,2,42,1,0,0,0,0,1,0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,8.9999714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.0,1,2.0
21613,12,2,1372.11,3,31,0,0,0,0,0,2,1,0,0.33333334,0.66666669,1,0,0,1,0,0,0,0,0,19.301476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,0,2.0
21614,24,2,986.83771,6,43,1,0,0,0,0,2,1,1,0.5,0.33333334,1,0,0,1,0,0,0,0,0,17.035206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0,2,1.75
21615,20,2,966.56024,5,55,0,0,0,0,0,1,2,0,0.33333334,0.5,1,0,0,1,0,0,0,0,0,12.016338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,2,1.66666669
21616,12,2,209.53404,3,31,1,0,0,0,0,1,1,0,0.5,0.5,1,0,0,1,0,0,0,0,0,20.264479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,1,2.0
21617,12,2,1250.4451,3,66,0,0,0,0,0,1,2,0,0.0,1.0,1,0,0,1,0,0,0,0,0,34.567989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0.33333334
21618,8,2,784.06287,2,55,0,0,0,0,0,1,1,0,0.5,0.5,1,0,0,1,0,0,0,0,0,30.504477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.0,0,2.0
21619,12,2,932.7644,3,58,0,0,0,0,0,1,1,0,0.5,1.0,1,0,0,1,0,0,0,0,0,22.010408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,1,0.5
21620,12,2,1115.2618,3,54,1,0,0,0,0,2,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,22.203753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0.33333334
21621,4,2,0.0,1,19,1,0,0,0,0,0,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,25.709509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.0,0,2.0
21622,12,2,831.37701,3,36,0,0,0,0,0,1,1,0,0.0,1.0,1,0,0,1,0,0,0,0,0,29.929852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,0.5
